,id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365,bathrooms,bedrooms
15760,21570898,Treptow - Köpenick,Plänterwald,52.48122404224904,13.470271418833438,Private room,60,1,1,0,1.0,1.0
15761,21571127,Mitte,Wedding Zentrum,52.54225924676725,13.359606440510664,Private room,28,50,1,358,1.0,1.0
15762,21571893,Neukölln,Rixdorf,52.482516672521584,13.442787164579945,Entire home/apt,80,2,1,340,1.0,1.0
15763,21572101,Neukölln,Neuköllner Mitte/Zentrum,52.48176208468234,13.432415830507436,Private room,30,1,1,0,1.5,1.0
15764,21572229,Mitte,Alexanderplatz,52.52435397667326,13.405906926239865,Private room,42,3,1,0,1.0,1.0
15765,21572368,Pankow,Prenzlauer Berg Süd,52.530033206299365,13.424188471044193,Entire home/apt,70,4,1,138,1.0,0.0
15766,21573002,Neukölln,Neuköllner Mitte/Zentrum,52.474877576682225,13.439185420158973,Private room,35,6,1,0,1.0,1.0
15767,21575038,Pankow,Prenzlauer Berg Südwest,52.53495750369258,13.41254400163355,Entire home/apt,45,60,1,0,1.0,0.0
15768,21576572,Charlottenburg-Wilm.,Wiesbadener Straße,52.468407506216366,13.318505742687698,Entire home/apt,40,15,1,0,1.0,2.0
15769,21582155,Pankow,Prenzlauer Berg Ost,52.52896174050554,13.447826773935454,Entire home/apt,20,20,1,0,1.0,1.0
15770,21582285,Neukölln,Reuterstraße,52.48209145973785,13.433866581702025,Private room,25,2,1,93,1.0,1.0
15771,21587943,Lichtenberg,Neu Lichtenberg,52.50950166970312,13.499397743294585,Entire home/apt,79,28,2,0,1.0,3.0
15772,21589831,Charlottenburg-Wilm.,Schmargendorf,52.47109342060857,13.294141543306965,Private room,55,1,1,150,1.0,1.0
15773,21591031,Neukölln,Reuterstraße,52.48386821623651,13.432297086077984,Private room,35,8,2,0,1.5,1.0
15774,21591665,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49171041405259,13.382883918072073,Private room,70,3,1,28,1.0,1.0
15775,21592232,Neukölln,Reuterstraße,52.48592991794776,13.42813506073609,Entire home/apt,50,3,8,339,1.0,2.0
15776,21592334,Pankow,Prenzlauer Berg Süd,52.53480255220025,13.433447188200129,Private room,18,2,1,0,1.0,1.0
15777,21592683,Reinickendorf,Ost 1,52.56509513443303,13.364502302681995,Private room,25,10,1,0,1.0,1.0
15778,21592860,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.501176146626854,13.385321518757525,Private room,28,1,2,97,1.0,1.0
15779,21594883,Neukölln,Neuköllner Mitte/Zentrum,52.47365447462785,13.430107793338738,Private room,20,2,1,0,1.0,1.0
15780,21598298,Mitte,Wedding Zentrum,52.54766037931111,13.368634591040435,Private room,89,2,1,75,1.0,1.0
15781,21599301,Charlottenburg-Wilm.,Neue Kantstraße,52.50537597400916,13.293698643015311,Entire home/apt,39,3,1,0,1.0,1.0
15782,21601298,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49880672573187,13.41839410470226,Private room,30,2,1,0,1.5,1.0
15783,21601351,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49243794528802,13.38270870221429,Entire home/apt,99,2,1,0,1.5,2.0
15784,21601695,Pankow,Prenzlauer Berg Süd,52.53448764094137,13.422657520216443,Entire home/apt,64,15,1,31,1.0,1.0
15785,21601731,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50305770840499,13.427149657007742,Private room,40,4,1,10,1.0,1.0
15786,21602294,Tempelhof - Schöneberg,Schöneberg-Nord,52.49206954963978,13.366210727104384,Private room,40,1,1,0,1.0,1.0
15787,21602393,Steglitz - Zehlendorf,Teltower Damm,52.41265707753861,13.267868684132175,Private room,20,1,1,347,1.0,1.0
15788,21602403,Tempelhof - Schöneberg,Schöneberg-Nord,52.50011743708139,13.355283851390572,Entire home/apt,45,10,1,15,1.0,1.0
15789,21605792,Charlottenburg-Wilm.,Kurfürstendamm,52.503356849696935,13.308782458404195,Entire home/apt,80,4,1,0,1.5,2.0
15790,21606415,Tempelhof - Schöneberg,Schöneberg-Süd,52.481356638006886,13.340712217801535,Private room,29,1,1,35,1.0,1.0
15791,21606590,Pankow,Pankow Süd,52.55395565377015,13.419385843696025,Private room,35,4,1,0,1.0,1.0
15792,21607272,Charlottenburg-Wilm.,Wiesbadener Straße,52.474042540204,13.320171018504386,Entire home/apt,29,6,1,0,1.0,1.0
15793,21608494,Reinickendorf,Nord 2,52.589618503694155,13.332418699461307,Entire home/apt,47,2,1,0,1.0,2.0
15794,21608706,Neukölln,Rixdorf,52.47987642762924,13.438810553864059,Private room,39,2,1,0,1.0,1.0
15795,21608963,Neukölln,Neuköllner Mitte/Zentrum,52.481689491053416,13.431743195239447,Entire home/apt,45,3,1,19,1.0,1.0
15796,21609334,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50818071039911,13.454646768289244,Shared room,25,5,1,0,1.0,1.0
15797,21609715,Pankow,Weißensee,52.54939123013858,13.449903901323975,Private room,27,1,1,0,1.0,1.0
15798,21609716,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51761417202889,13.427377069752344,Private room,24,7,1,0,1.0,1.0
15799,21614639,Pankow,Prenzlauer Berg Nordwest,52.54826193826888,13.40922327743279,Entire home/apt,45,1,8,282,1.0,0.0
15800,21614809,Neukölln,Reuterstraße,52.48500178454059,13.429228657422891,Private room,40,7,1,0,1.0,1.0
15801,21615270,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491915037662885,13.400534638696534,Entire home/apt,100,60,1,291,2.0,2.0
15802,21615344,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49518970895575,13.41503089691237,Private room,35,5,2,32,1.0,1.0
15803,21615424,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.523865679484345,13.45351259103641,Private room,30,2,3,0,1.0,1.0
15804,21616479,Lichtenberg,Frankfurter Allee Süd,52.509301333310006,13.476441715668486,Private room,49,1,1,56,1.5,1.0
15805,21616539,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510350067685316,13.448550932397199,Entire home/apt,75,3,1,70,1.0,1.0
15806,21616618,Neukölln,Schillerpromenade,52.48153284356178,13.422429393524348,Private room,30,2,2,0,1.0,1.0
15807,21619024,Mitte,Moabit West,52.536293863089384,13.35732211532712,Entire home/apt,60,9,2,13,1.0,2.0
15808,21620536,Mitte,Moabit Ost,52.523254397280674,13.357315164035938,Private room,17,10,1,0,1.0,1.0
15809,21621006,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49245862872046,13.379165605940347,Private room,39,1,1,0,1.0,1.0
15810,21622631,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51246619146842,13.457488952971831,Entire home/apt,89,2,1,0,1.5,1.0
15811,21625857,Neukölln,Reuterstraße,52.48429418659403,13.438200303792751,Private room,33,2,1,106,1.0,1.0
15812,21625984,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49283427046089,13.44033026969768,Entire home/apt,70,3,1,0,1.0,2.0
15813,21626107,Mitte,Moabit West,52.52254580311983,13.33533320221771,Private room,40,2,2,179,1.0,1.0
15814,21627623,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492601506689255,13.411677477379847,Entire home/apt,49,4,1,5,1.0,1.0
15815,21627714,Tempelhof - Schöneberg,Schöneberg-Süd,52.483858324294644,13.360788675998885,Entire home/apt,80,3,1,0,1.0,2.0
15816,21627980,Mitte,Alexanderplatz,52.528005084118405,13.380930541287045,Shared room,25,2,1,0,1.0,1.0
15817,21627987,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50280180901179,13.415878857333546,Private room,38,5,1,0,1.0,1.0
15818,21628004,Mitte,Moabit West,52.528547360066604,13.3193367985742,Private room,21,3,1,25,2.0,1.0
15819,21628158,Tempelhof - Schöneberg,Schöneberg-Süd,52.489284910372255,13.341008860101793,Entire home/apt,49,3,1,295,1.0,0.0
15820,21628250,Mitte,Moabit West,52.52743774701955,13.3378782085427,Entire home/apt,70,3,1,0,1.0,1.0
15821,21628704,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.480705040800416,13.321021628435545,Entire home/apt,80,2,1,86,1.0,2.0
15822,21631490,Steglitz - Zehlendorf,Zehlendorf  Nord,52.440100682250254,13.270186859739493,Entire home/apt,30,2,1,0,1.0,1.0
15823,21632259,Marzahn - Hellersdorf,Kaulsdorf,52.51089108502746,13.585273766413012,Private room,27,2,1,0,1.0,1.0
15824,21632339,Pankow,Prenzlauer Berg Nordwest,52.550935153115866,13.408144424490118,Private room,30,2,1,0,1.0,1.0
15825,21632709,Mitte,Moabit Ost,52.52843502366124,13.370857447485188,Entire home/apt,100,60,3,365,1.0,2.0
15826,21632732,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51649790179646,13.288540333692458,Private room,29,1,3,346,1.0,1.0
15827,21632972,Treptow - Köpenick,Baumschulenweg,52.4645611805904,13.479483438942154,Entire home/apt,70,1,1,0,1.0,1.0
15828,21633338,Charlottenburg-Wilm.,Barstraße,52.48245223751919,13.31475202410717,Entire home/apt,89,2,2,343,1.0,1.0
15829,21638026,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51106534824702,13.46752797657099,Private room,35,3,1,0,1.0,1.0
15830,21639202,Pankow,Prenzlauer Berg Nordwest,52.55649485434279,13.411019030941588,Entire home/apt,35,1,1,0,1.0,1.0
15831,21639290,Charlottenburg-Wilm.,Schmargendorf,52.47301037763371,13.294519851113847,Private room,25,2,1,149,1.0,1.0
15832,21639384,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49134504262126,13.399930055063626,Shared room,35,1,1,0,1.5,1.0
15833,21639425,Mitte,Moabit West,52.5351035391253,13.344406590494392,Entire home/apt,49,3,1,0,1.0,1.0
15834,21640719,Pankow,Prenzlauer Berg Süd,52.53397600250081,13.428812472896954,Entire home/apt,70,1,1,38,1.0,1.0
15835,21640803,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.485814797223995,13.385273878198635,Entire home/apt,80,2,1,0,1.0,1.0
15836,21641830,Mitte,Osloer Straße,52.55724055901077,13.384856567961632,Entire home/apt,45,7,1,0,1.0,2.0
15837,21642708,Mitte,Parkviertel,52.55016415244423,13.347890977280366,Private room,35,2,1,0,1.0,1.0
15838,21645973,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49366901609672,13.434683711184304,Private room,45,1,1,129,1.0,1.0
15839,21646280,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510007892171366,13.456922278255387,Private room,25,1,2,76,2.0,1.0
15840,21646428,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.521171321808175,13.455737925794525,Private room,35,1,1,0,1.0,1.0
15841,21646689,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49792338303285,13.43888674986882,Private room,25,2,1,0,1.0,1.0
15842,21646917,Pankow,Pankow Zentrum,52.563747143612716,13.39489437339807,Private room,24,5,1,0,1.0,1.0
15843,21647356,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511422991611134,13.457572523531509,Private room,48,1,2,90,2.0,1.0
15844,21651217,Pankow,Pankow Süd,52.55601187758965,13.414903042830016,Private room,30,8,2,0,1.0,2.0
15845,21651860,Neukölln,Schillerpromenade,52.47503587679345,13.4272942831566,Entire home/apt,53,4,1,5,1.0,2.0
15846,21653241,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49911065364051,13.462404737126509,Private room,32,2,1,0,2.0,1.0
15847,21657152,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41748247577582,13.169191386298223,Entire home/apt,75,2,3,365,1.0,1.0
15848,21657153,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.417287586316434,13.166893965981336,Entire home/apt,64,2,3,365,1.0,1.0
15849,21657669,Neukölln,Rixdorf,52.47704822737834,13.439283557882039,Entire home/apt,90,7,1,0,1.0,2.0
15850,21658480,Tempelhof - Schöneberg,Schöneberg-Nord,52.494109880367205,13.36317058286773,Entire home/apt,35,6,1,0,1.0,1.0
15851,21658694,Mitte,Osloer Straße,52.559192337796276,13.378592397592154,Entire home/apt,49,2,1,0,1.0,1.0
15852,21661675,Mitte,Alexanderplatz,52.52598756618279,13.410362860537026,Private room,56,3,5,118,1.0,1.0
15853,21662511,Pankow,Prenzlauer Berg Nord,52.54657341432981,13.436554978929346,Private room,65,1,1,0,1.0,1.0
15854,21662575,Neukölln,Köllnische Heide,52.47217016688613,13.466582853382013,Private room,27,4,1,0,1.0,1.0
15855,21662863,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51825007227732,13.43260689577229,Entire home/apt,50,2,1,0,1.0,1.0
15856,21662867,Pankow,Prenzlauer Berg Nordwest,52.54869921159583,13.404775686997821,Private room,20,3,1,6,1.0,1.0
15857,21662937,Mitte,Brunnenstr. Nord,52.551082230892156,13.379324595004663,Entire home/apt,350,3,1,362,1.5,2.0
15858,21663569,Pankow,Weißensee,52.55091630913847,13.457172618393484,Entire home/apt,31,4,1,0,1.0,1.0
15859,21663664,Tempelhof - Schöneberg,Schöneberg-Nord,52.48894791182157,13.371392049033027,Private room,45,1,1,0,1.0,1.0
15860,21665725,Neukölln,Neuköllner Mitte/Zentrum,52.478871832816345,13.4363785353707,Private room,46,3,1,0,1.0,1.0
15861,21665755,Mitte,Brunnenstr. Nord,52.53967404129274,13.398149972830224,Private room,26,2,1,0,1.0,1.0
15862,21665811,Treptow - Köpenick,Plänterwald,52.48363552608336,13.465989773844548,Private room,20,25,1,0,1.0,1.0
15863,21669045,Tempelhof - Schöneberg,Schöneberg-Süd,52.483745183212605,13.359655074082909,Entire home/apt,43,1,11,344,2.0,2.0
15864,21671505,Neukölln,Schillerpromenade,52.48250951533689,13.422343547822535,Entire home/apt,25,7,1,0,1.0,1.0
15865,21671948,Tempelhof - Schöneberg,Tempelhof,52.48179712294419,13.381798538350544,Private room,60,5,1,0,1.0,1.0
15866,21672718,Neukölln,Neuköllner Mitte/Zentrum,52.465208179041326,13.434767534842393,Entire home/apt,80,2,1,6,1.0,0.0
15867,21672732,Neukölln,Reuterstraße,52.4901600052879,13.434436385902307,Entire home/apt,70,3,1,34,1.0,1.0
15868,21673476,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51478410263938,13.463152860535306,Private room,30,1,2,0,1.0,1.0
15869,21674336,Spandau,Falkenhagener Feld,52.548083399992066,13.187759622697538,Private room,18,4,1,78,1.0,1.0
15870,21674637,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51190891159751,13.468714566691833,Private room,67,1,1,47,1.0,1.0
15871,21675904,Mitte,Moabit West,52.526584061001856,13.331924656459828,Private room,20,5,1,0,1.0,1.0
15872,21677739,Mitte,Osloer Straße,52.56420574723237,13.389404714842884,Entire home/apt,26,4,1,4,1.0,0.0
15873,21678061,Steglitz - Zehlendorf,Schloßstr.,52.46019797980846,13.3252245619714,Private room,25,1,4,343,1.0,0.0
15874,21680738,Steglitz - Zehlendorf,Drakestr.,52.43281115134205,13.310999207521641,Entire home/apt,120,4,2,69,1.0,2.0
15875,21680796,Mitte,Alexanderplatz,52.524318507420794,13.414285103449824,Entire home/apt,131,1,2,0,1.5,2.0
15876,21681067,Mitte,Regierungsviertel,52.51034729174626,13.392901219811357,Private room,49,1,1,306,1.0,1.0
15877,21686124,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.505718546912185,13.39922217082129,Entire home/apt,91,2,1,0,1.0,1.0
15878,21686569,Pankow,Prenzlauer Berg Nord,52.550914547175005,13.426991653686855,Private room,22,2,1,64,1.0,1.0
15879,21687882,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49009786618572,13.405716608433965,Private room,55,3,1,125,1.5,1.0
15880,21688555,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5011746371111,13.430249482841097,Private room,29,2,1,0,1.0,1.0
15881,21689190,Marzahn - Hellersdorf,Marzahn-Süd,52.544340276537504,13.565706944804782,Shared room,16,1,1,5,1.0,1.0
15882,21689215,Mitte,Brunnenstr. Süd,52.53240796068443,13.39788317811741,Private room,55,5,1,58,1.0,1.0
15883,21689254,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512869754915506,13.460717919544475,Entire home/apt,85,3,3,126,1.0,1.0
15884,21689387,Neukölln,Neuköllner Mitte/Zentrum,52.46925717648922,13.432601533128171,Private room,40,1,1,0,1.0,1.0
15885,21689826,Neukölln,Neuköllner Mitte/Zentrum,52.47976581011585,13.431056949514005,Entire home/apt,87,2,3,0,1.5,4.0
15886,21691914,Neukölln,Reuterstraße,52.48538045483988,13.438011816645929,Private room,25,2,1,0,1.0,1.0
15887,21692331,Charlottenburg-Wilm.,Neue Kantstraße,52.50239905220857,13.302379059860144,Private room,26,1,1,107,1.0,1.0
15888,21693224,Charlottenburg-Wilm.,Kantstraße,52.50884814647984,13.321347311833383,Entire home/apt,230,7,1,0,1.0,3.0
15889,21694231,Mitte,Wedding Zentrum,52.545411894874704,13.360099619693743,Private room,38,3,1,0,1.0,1.0
15890,21695235,Mitte,Wedding Zentrum,52.54326047398956,13.359182555794582,Entire home/apt,60,2,1,0,1.0,1.0
15891,21695285,Lichtenberg,Alt-Hohenschönhausen Süd,52.53761029718906,13.477968343736105,Private room,15,30,1,0,1.0,1.0
15892,21695384,Mitte,Brunnenstr. Nord,52.547589353637626,13.380201742920944,Private room,25,3,1,0,1.0,1.0
15893,21695617,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5266510046164,13.452440199157015,Private room,35,2,2,0,1.0,1.0
15894,21696562,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51210045878006,13.460813936040196,Private room,46,2,1,112,1.0,1.0
15895,21696823,Mitte,Wedding Zentrum,52.544030563664926,13.362440524284567,Entire home/apt,55,7,1,0,1.0,1.0
15896,21698796,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51965158793461,13.465161085178686,Entire home/apt,60,3,1,0,1.0,1.0
15897,21704215,Mitte,Alexanderplatz,52.52820766530333,13.384540516136124,Private room,30,7,1,0,3.0,1.0
15898,21704276,Neukölln,Rixdorf,52.48614535167711,13.45016767925362,Private room,30,2,1,0,1.0,1.0
15899,21706428,Neukölln,Neuköllner Mitte/Zentrum,52.48163489839385,13.430793806398675,Private room,50,1,3,0,1.5,1.0
15900,21707246,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51002996265094,13.450656501220331,Private room,35,2,1,4,1.0,1.0
15901,21708839,Mitte,Osloer Straße,52.5579670445425,13.384931677586005,Entire home/apt,39,14,1,0,0.5,1.0
15902,21710344,Tempelhof - Schöneberg,Schöneberg-Süd,52.49307705346799,13.339096426607785,Private room,45,2,1,54,1.0,1.0
15903,21710703,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50415333701468,13.452557748425162,Private room,25,4,1,0,1.0,1.0
15904,21711534,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51132242849168,13.45784003321882,Entire home/apt,126,6,1,8,2.0,3.0
15905,21713181,Treptow - Köpenick,Altstadt-Kietz,52.446328255195255,13.57836930714192,Entire home/apt,60,2,1,258,2.0,2.0
15906,21714035,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.498954991475856,13.408043024268586,Private room,27,20,2,0,1.0,1.0
15907,21718091,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.506003891767705,13.468680206347857,Private room,25,3,1,0,1.0,1.0
15908,21718505,Mitte,Parkviertel,52.544972161614616,13.3468857158196,Private room,40,1,1,327,1.0,1.0
15909,21719401,Lichtenberg,Karlshorst,52.49346795191908,13.527654897888002,Entire home/apt,25,6,1,0,1.0,0.0
15910,21719600,Neukölln,Rixdorf,52.4806836067101,13.443858040910314,Entire home/apt,39,3,1,5,1.0,1.0
15911,21719802,Mitte,Moabit West,52.52090388030057,13.334010675256712,Entire home/apt,99,1,3,0,2.0,2.0
15912,21720593,Neukölln,Rixdorf,52.480602239635246,13.435445121215382,Private room,35,3,1,0,1.0,1.0
15913,21720679,Tempelhof - Schöneberg,Friedenau,52.4640764355723,13.342395304773293,Entire home/apt,50,5,1,310,1.0,1.0
15914,21723293,Pankow,Prenzlauer Berg Nordwest,52.55508752187278,13.404855939544046,Private room,20,20,1,0,1.0,2.0
15915,21723648,Tempelhof - Schöneberg,Schöneberg-Nord,52.49621977418146,13.342397220186255,Entire home/apt,115,3,1,0,1.0,1.0
15916,21724317,Pankow,Pankow Süd,52.55920038397387,13.401425560913953,Private room,23,7,4,341,1.0,1.0
15917,21724522,Spandau,Falkenhagener Feld,52.544655193060564,13.183289723090498,Entire home/apt,30,30,1,212,1.0,2.0
15918,21725583,Treptow - Köpenick,Baumschulenweg,52.46591452525098,13.49240759831938,Private room,25,2,1,0,1.0,1.0
15919,21725948,Pankow,Prenzlauer Berg Nord,52.546587904481136,13.428447640593893,Private room,30,3,2,1,1.0,1.0
15920,21726774,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49448345518776,13.380148108627505,Entire home/apt,37,5,1,0,1.0,1.0
15921,21727687,Mitte,Brunnenstr. Süd,52.53650385391079,13.399025219010403,Entire home/apt,60,5,1,276,1.0,1.0
15922,21727702,Mitte,Brunnenstr. Nord,52.544394706679476,13.376729332572232,Entire home/apt,44,5,1,0,1.0,1.0
15923,21727896,Mitte,Alexanderplatz,52.52911308578261,13.405347257001932,Entire home/apt,86,3,1,2,1.0,0.0
15924,21733169,Treptow - Köpenick,Oberschöneweide,52.46513321814581,13.504834990579965,Entire home/apt,35,4,1,0,1.0,1.0
15925,21733269,Pankow,Prenzlauer Berg Ost,52.534280237705396,13.441696042881606,Entire home/apt,32,25,1,0,1.0,1.0
15926,21733380,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.496153996987324,13.385148323449936,Private room,50,1,1,12,1.0,1.0
15927,21733793,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49658303819714,13.325164180989132,Entire home/apt,99,1,2,213,1.0,1.0
15928,21735248,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50923242682419,13.450989830470526,Entire home/apt,40,7,1,0,1.0,1.0
15929,21735977,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.496818612774035,13.422008141513482,Entire home/apt,120,1,4,282,1.0,1.0
15930,21737050,Mitte,Parkviertel,52.555019702477814,13.33612533238042,Private room,11,5,1,0,1.0,1.0
15931,21737987,Pankow,Helmholtzplatz,52.54280406661861,13.421674109200099,Entire home/apt,65,3,1,0,1.0,0.0
15932,21738043,Tempelhof - Schöneberg,Schöneberg-Süd,52.48548004861806,13.35663990576492,Entire home/apt,45,6,1,0,1.0,1.0
15933,21738191,Mitte,Alexanderplatz,52.53533734406536,13.374507056996631,Private room,50,3,1,0,1.0,1.0
15934,21739311,Charlottenburg-Wilm.,Düsseldorfer Straße,52.496243762069845,13.304837452003195,Entire home/apt,41,1,1,47,1.0,1.0
15935,21740074,Pankow,Prenzlauer Berg Nord,52.54683912611763,13.426198543662212,Entire home/apt,89,25,1,363,1.0,2.0
15936,21742348,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49017082261469,13.417721967206905,Private room,30,3,2,4,1.0,1.0
15937,21742670,Neukölln,Neuköllner Mitte/Zentrum,52.47153970204288,13.439141039413824,Entire home/apt,39,7,1,0,1.0,1.0
15938,21743148,Pankow,Buchholz,52.6118803956885,13.438251083825865,Private room,22,1,1,316,1.5,1.0
15939,21743376,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51739222724977,13.437266502322741,Entire home/apt,70,10,1,0,1.0,1.0
15940,21743651,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.430310799588824,13.212300890052447,Entire home/apt,70,2,1,77,1.5,3.0
15941,21744908,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51854945713727,13.464448983416775,Private room,50,2,1,0,1.0,1.0
15942,21745265,Neukölln,Rixdorf,52.47186908338286,13.448971078844087,Entire home/apt,45,8,1,19,1.0,1.0
15943,21745384,Lichtenberg,Neu Lichtenberg,52.507662716299194,13.50225633833953,Entire home/apt,65,1,1,0,1.0,1.0
15944,21746264,Pankow,Prenzlauer Berg Nord,52.546129431343324,13.426334470536554,Entire home/apt,70,2,1,0,1.0,2.0
15945,21746363,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5149017433744,13.449771817825367,Entire home/apt,30,1,1,0,1.5,1.0
15946,21746656,Mitte,Alexanderplatz,52.52813608903383,13.412510008173394,Private room,50,3,5,116,1.0,1.0
15947,21747227,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51267919504416,13.466585680971045,Entire home/apt,40,4,1,52,1.0,0.0
15948,21748542,Neukölln,Neuköllner Mitte/Zentrum,52.48295968265767,13.428086832653673,Private room,45,2,1,0,1.0,1.0
15949,21752323,Mitte,Alexanderplatz,52.52741710589704,13.391316291488154,Private room,75,2,1,0,1.0,2.0
15950,21752707,Neukölln,Rixdorf,52.47991730017493,13.4384152421146,Entire home/apt,53,3,1,1,1.0,1.0
15951,21757555,Charlottenburg-Wilm.,Wiesbadener Straße,52.47163712988361,13.317735471044285,Private room,17,1,1,0,1.0,1.0
15952,21757648,Mitte,Alexanderplatz,52.522284628163874,13.38149544112106,Entire home/apt,60,2,1,2,1.0,1.0
15953,21758972,Neukölln,Neuköllner Mitte/Zentrum,52.47388869973295,13.439489605679555,Private room,41,1,1,0,1.0,1.0
15954,21759319,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.496978746291255,13.382924991706105,Entire home/apt,50,1,1,0,1.0,1.0
15955,21760861,Pankow,Prenzlauer Berg Süd,52.53458609856281,13.433894506539355,Private room,75,3,1,60,1.0,1.0
15956,21760958,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51467909876806,13.468844590618547,Entire home/apt,45,3,1,0,1.0,1.0
15957,21761917,Neukölln,Reuterstraße,52.48868277527972,13.429839429619394,Private room,32,2,1,0,1.0,1.0
15958,21762426,Mitte,Moabit Ost,52.52771801632928,13.34470575843102,Entire home/apt,25,45,1,55,1.0,1.0
15959,21762617,Neukölln,Neuköllner Mitte/Zentrum,52.482077351576756,13.431533909188099,Private room,40,1,1,0,1.0,1.0
15960,21763140,Mitte,Parkviertel,52.54611077295289,13.349505805460614,Entire home/apt,45,1,1,0,1.0,1.0
15961,21763581,Tempelhof - Schöneberg,Tempelhof,52.46724958764007,13.382942450166652,Private room,30,1,1,0,1.0,1.0
15962,21764008,Mitte,Moabit West,52.529915666705,13.31878871740703,Private room,25,1,1,0,2.0,1.0
15963,21764632,Neukölln,Reuterstraße,52.48467569418894,13.43906416519803,Entire home/apt,80,3,1,52,1.0,0.0
15964,21765235,Mitte,Brunnenstr. Süd,52.531862159275,13.393599317242444,Private room,45,2,1,0,1.5,1.0
15965,21765481,Mitte,Moabit West,52.52354848452385,13.3385762516974,Private room,25,2,2,0,1.0,1.0
15966,21765524,Charlottenburg-Wilm.,Grunewald,52.48925663486242,13.297742311009975,Shared room,29,2,1,0,1.0,1.0
15967,21766261,Neukölln,Reuterstraße,52.48188567484442,13.437650565164427,Private room,25,5,4,1,1.0,2.0
15968,21767131,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492574077763244,13.395118069940764,Private room,29,2,1,1,1.0,1.0
15969,21768030,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49680655385869,13.387921497187913,Private room,25,30,2,252,1.0,1.0
15970,21768709,Charlottenburg-Wilm.,Düsseldorfer Straße,52.50048872541942,13.332494947947849,Entire home/apt,45,2,1,0,1.0,0.0
