,id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365,bathrooms,bedrooms
7332,10683962,Neukölln,Schillerpromenade,52.47817724521435,13.424563279839822,Private room,32,3,2,11,1.0,1.0
7333,10688275,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49358585089485,13.415623501378171,Entire home/apt,75,4,1,0,1.0,1.0
7334,10695373,Pankow,Prenzlauer Berg Süd,52.534601577544024,13.434123399581456,Private room,35,1,1,0,1.0,1.0
7335,10696282,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.496464956203106,13.385329257792845,Entire home/apt,156,2,1,0,1.0,2.0
7336,10698054,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493290732716865,13.41327382818857,Entire home/apt,55,10,1,0,1.0,1.0
7337,10699922,Neukölln,Reuterstraße,52.48246910501517,13.439570233694422,Private room,35,1,1,0,1.0,1.0
7338,10704874,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52164985362868,13.449587956947493,Entire home/apt,40,60,1,341,1.0,1.0
7339,10708826,Neukölln,Rixdorf,52.484700959561756,13.444677877922215,Private room,30,6,1,0,1.0,1.0
7340,10711430,Mitte,Parkviertel,52.55057826891803,13.347922457325287,Entire home/apt,58,3,1,0,1.5,1.0
7341,10713732,Neukölln,Rixdorf,52.474905666942654,13.444874565391407,Private room,30,1,1,0,1.0,1.0
7342,10713995,Pankow,Prenzlauer Berg Süd,52.53803285303009,13.426543996891866,Private room,18,1,2,0,2.0,1.0
7343,10714100,Mitte,Parkviertel,52.546050083282815,13.35550108815985,Private room,27,28,1,0,1.0,1.0
7344,10716780,Mitte,Brunnenstr. Süd,52.53679021344168,13.380323926820555,Entire home/apt,70,4,1,0,1.0,1.0
7345,10718566,Mitte,Alexanderplatz,52.520951498971186,13.3825334707035,Entire home/apt,114,4,1,209,1.0,3.0
7346,10719503,Tempelhof - Schöneberg,Schöneberg-Nord,52.49853407993561,13.348873137576193,Entire home/apt,37,1,13,155,1.0,1.0
7347,10720911,Treptow - Köpenick,Plänterwald,52.4865294884444,13.464293417176066,Entire home/apt,33,15,3,0,1.0,1.0
7348,10720952,Mitte,Alexanderplatz,52.51287136674035,13.40965925834984,Private room,59,2,1,310,2.0,1.0
7349,10722193,Neukölln,Rixdorf,52.48215837542625,13.442712362180288,Private room,26,4,1,0,1.0,1.0
7350,10725018,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48594633111044,13.39820440388183,Private room,25,4,1,0,1.0,1.0
7351,10727312,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51741954949008,13.445920235320942,Entire home/apt,65,2,1,0,1.0,1.0
7352,10727378,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.499832841478636,13.427992162195311,Private room,25,1,1,0,1.0,1.0
7353,10736361,Mitte,Alexanderplatz,52.51629173159935,13.424624995420618,Private room,79,1,43,254,1.0,1.0
7354,10737630,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51572248244073,13.463541498382108,Private room,39,2,1,0,1.0,1.0
7355,10738780,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510541392500286,13.473420422580352,Private room,25,1,1,0,1.0,1.0
7356,10739345,Steglitz - Zehlendorf,Lankwitz,52.434616146119865,13.34542825972714,Private room,28,1,1,0,2.0,1.0
7357,10740261,Charlottenburg-Wilm.,Neue Kantstraße,52.50653721881061,13.285001161190795,Private room,75,2,2,83,1.0,1.0
7358,10741097,Tempelhof - Schöneberg,Tempelhof,52.45999486719689,13.376584237378285,Private room,23,2,1,0,2.0,1.0
7359,10741392,Mitte,Osloer Straße,52.56076788494369,13.377248677517585,Entire home/apt,35,1,2,0,1.0,1.0
7360,10743316,Mitte,Brunnenstr. Süd,52.531770120722044,13.382380569068678,Entire home/apt,98,150,17,296,1.0,2.0
7361,10748836,Neukölln,Neuköllner Mitte/Zentrum,52.46531393321133,13.440278471342726,Private room,25,1,2,0,1.0,1.0
7362,10749953,Pankow,Prenzlauer Berg Süd,52.539748814627345,13.426806434205453,Entire home/apt,38,1,2,341,2.0,1.0
7363,10757812,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51406145710581,13.305572074031785,Entire home/apt,40,2,1,0,1.0,1.0
7364,10758856,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509470613838026,13.455704261040461,Private room,15,1,1,0,2.0,1.0
7365,10759187,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.517640102150345,13.472789957138295,Private room,50,1,2,347,1.0,1.0
7366,10761282,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490094695664595,13.416431010769482,Private room,30,1,1,0,1.0,1.0
7367,10761300,Charlottenburg-Wilm.,Wiesbadener Straße,52.46938233465189,13.308198211026143,Entire home/apt,60,1,1,0,1.0,0.0
7368,10762229,Pankow,Prenzlauer Berg Südwest,52.537319448014834,13.418225598603652,Entire home/apt,105,4,1,280,1.0,2.0
7369,10767132,Neukölln,Schillerpromenade,52.47356781060839,13.425553816344518,Entire home/apt,32,4,3,0,1.0,1.0
7370,10767188,Mitte,Tiergarten Süd,52.50087876465937,13.360643907107475,Entire home/apt,117,3,3,18,1.0,2.0
7371,10767317,Lichtenberg,Rummelsburger Bucht,52.49661595183854,13.483756800393918,Private room,42,2,1,170,1.5,1.0
7372,10771784,Neukölln,Reuterstraße,52.491720691658315,13.425114782576024,Private room,25,5,2,0,1.0,1.0
7373,10774426,Pankow,Prenzlauer Berg Süd,52.53354602047967,13.430696261544991,Private room,30,1,1,0,1.5,1.0
7374,10781376,Mitte,Brunnenstr. Nord,52.54293562217677,13.378897029777804,Entire home/apt,49,2,1,0,1.0,1.0
7375,10782595,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48931757873386,13.42385750086467,Private room,40,3,1,0,1.0,1.0
7376,10783096,Lichtenberg,Neu Lichtenberg,52.507845721491975,13.503760701622925,Entire home/apt,30,3,1,0,1.0,1.0
7377,10784764,Pankow,Prenzlauer Berg Südwest,52.5393702143116,13.406614933487349,Entire home/apt,55,1,1,0,1.0,2.0
7378,10785214,Neukölln,Schillerpromenade,52.472937909249154,13.425894894580647,Entire home/apt,85,2,2,0,1.0,2.0
7379,10785330,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49979307976097,13.335066043750038,Entire home/apt,28,180,3,190,1.0,0.0
7380,10785595,Pankow,Prenzlauer Berg Südwest,52.53388622793349,13.421320563539345,Entire home/apt,129,2,1,0,1.5,2.0
7381,10786963,Mitte,Wedding Zentrum,52.552834957674676,13.361939292420347,Shared room,18,2,1,0,1.0,1.0
7382,10787546,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491461286852825,13.389834027788712,Private room,22,2,1,0,1.0,1.0
7383,10793411,Tempelhof - Schöneberg,Schöneberg-Nord,52.49335099317006,13.353166271349806,Entire home/apt,60,14,1,0,1.0,2.0
7384,10794138,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48621707569264,13.381142689613053,Shared room,30,14,1,0,1.0,1.0
7385,10797258,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49386364169719,13.43896223254426,Private room,30,2,1,0,1.0,1.0
7386,10798129,Pankow,Prenzlauer Berg Südwest,52.53493802774991,13.42111553465763,Private room,20,4,1,0,1.0,1.0
7387,10798402,Neukölln,Reuterstraße,52.489394062727655,13.431133150021072,Entire home/apt,44,7,1,0,1.0,2.0
7388,10799458,Tempelhof - Schöneberg,Schöneberg-Nord,52.4932779858365,13.363414990775645,Private room,50,1,1,0,1.0,1.0
7389,10800612,Neukölln,Reuterstraße,52.48772376720434,13.425368370765222,Entire home/apt,115,2,1,0,1.0,2.0
7390,10800942,Tempelhof - Schöneberg,Schöneberg-Nord,52.49347654391658,13.351787484519232,Private room,21,20,1,0,1.0,1.0
7391,10801415,Mitte,Parkviertel,52.55019570778944,13.348282458612301,Private room,19,3,2,0,1.0,1.0
7392,10801764,Charlottenburg-Wilm.,Neue Kantstraße,52.50707192441989,13.29719855939044,Private room,20,10,1,157,1.0,1.0
7393,10801854,Mitte,Parkviertel,52.55026754037855,13.348573206777171,Private room,39,3,2,0,1.0,1.0
7394,10804666,Neukölln,Reuterstraße,52.49081227133676,13.428698852703688,Private room,32,18,1,324,1.0,1.0
7395,10806137,Charlottenburg-Wilm.,Barstraße,52.487759504250256,13.303906442552204,Private room,25,1,2,0,1.0,1.0
7396,10807368,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.525909745274504,13.449603147268016,Private room,150,1,1,0,1.0,1.0
7397,10808523,Neukölln,Reuterstraße,52.4860065017167,13.433494796803231,Private room,35,1,1,0,1.0,1.0
7398,10809582,Neukölln,Rudow,52.412387625105,13.505764179577596,Entire home/apt,90,1,1,335,1.0,2.0
7399,10811403,Steglitz - Zehlendorf,Albrechtstr.,52.46461395719698,13.339444407269895,Entire home/apt,49,4,1,35,1.0,2.0
7400,10811748,Mitte,Alexanderplatz,52.529312366154,13.400268849754744,Entire home/apt,75,4,1,0,1.0,3.0
7401,10814494,Tempelhof - Schöneberg,Friedenau,52.47662150899002,13.330572158856338,Entire home/apt,27,1,1,0,1.0,1.0
7402,10816856,Mitte,Brunnenstr. Süd,52.52987070090799,13.388565480970204,Entire home/apt,130,2,1,310,1.0,1.0
7403,10818423,Tempelhof - Schöneberg,Friedenau,52.468550620324976,13.33093853046535,Private room,35,1,2,346,0.5,1.0
7404,10818853,Neukölln,Reuterstraße,52.48947000474055,13.427014868053869,Entire home/apt,120,2,1,0,1.0,1.0
7405,10820869,Lichtenberg,Frankfurter Allee Süd,52.51080495526229,13.477630304946329,Private room,20,2,1,0,1.5,1.0
7406,10821456,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.488620802447,13.424538452668536,Private room,39,3,1,0,1.0,1.0
7407,10821615,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5082228979642,13.468098533734846,Private room,30,1,1,0,1.0,1.0
7408,10822913,Tempelhof - Schöneberg,Schöneberg-Nord,52.50316143287375,13.345498145251552,Private room,95,1,18,66,1.0,1.0
7409,10824125,Charlottenburg-Wilm.,Kantstraße,52.51006659163565,13.30589893805454,Private room,38,1,1,0,1.0,1.0
7410,10824135,Lichtenberg,Karlshorst,52.48961714129694,13.523326276826696,Private room,40,1,1,0,1.0,1.0
7411,10824574,Tempelhof - Schöneberg,Tempelhof,52.46757316161712,13.387807818727405,Private room,45,1,1,279,1.0,1.0
7412,10826118,Mitte,Brunnenstr. Nord,52.544804652392905,13.377198013978528,Entire home/apt,40,2,1,0,1.0,1.0
7413,10826514,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50919389820708,13.452770243878474,Private room,35,1,1,0,1.0,1.0
7414,10826978,Tempelhof - Schöneberg,Schöneberg-Nord,52.497179773548005,13.34894093714117,Entire home/apt,38,1,13,173,1.0,1.0
7415,10828723,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50276144050638,13.39368379473818,Private room,49,30,1,0,1.5,1.0
7416,10829319,Charlottenburg-Wilm.,Neue Kantstraße,52.50875546577149,13.299870050699287,Entire home/apt,75,2,1,156,1.0,1.0
7417,10831574,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.521086702738494,13.450912948506751,Private room,23,2,2,0,1.0,1.0
7418,10832416,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5131098561525,13.469780764892006,Private room,24,1,1,0,1.0,1.0
7419,10834879,Neukölln,Reuterstraße,52.48205784027952,13.437810080482102,Private room,11,1,1,0,1.0,1.0
7420,10842974,Pankow,Prenzlauer Berg Nordwest,52.5513759871398,13.413985341154358,Entire home/apt,69,1,1,0,1.0,2.0
7421,10843226,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49300279286742,13.438790319485436,Private room,15,1,1,0,1.0,1.0
7422,10844394,Lichtenberg,Neu Lichtenberg,52.502426269502,13.474559700855048,Private room,22,1,1,0,1.0,1.0
7423,10846404,Pankow,Weißensee,52.547300223535565,13.454441981877578,Private room,32,2,1,355,1.0,1.0
7424,10846474,Mitte,Regierungsviertel,52.513095783058596,13.380808147622625,Entire home/apt,101,90,15,329,1.0,3.0
7425,10847495,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5136907817427,13.448062014976713,Entire home/apt,50,1,1,0,1.0,2.0
7426,10847643,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52298436311128,13.451353634665127,Private room,30,1,1,0,1.0,1.0
7427,10851406,Mitte,Brunnenstr. Süd,52.53768712884366,13.402139404275928,Entire home/apt,40,30,1,0,1.0,0.0
7428,10851426,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497250424457434,13.424833619118235,Entire home/apt,129,3,1,0,1.0,2.0
7429,10852144,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51177884853837,13.450518587164854,Private room,26,6,1,0,1.0,1.0
7430,10854813,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50908368122357,13.450708618973833,Private room,28,1,1,0,1.0,1.0
7431,10855365,Pankow,Prenzlauer Berg Süd,52.53444492397153,13.431168529734828,Private room,85,3,1,0,1.0,1.0
7432,10869828,Lichtenberg,Alt-Hohenschönhausen Süd,52.543688335065184,13.49488120272934,Private room,22,2,1,310,1.0,1.0
7433,10870895,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51320302304211,13.458967989338579,Entire home/apt,30,2,1,0,1.0,1.0
7434,10872167,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48906146007393,13.402427699786784,Private room,30,1,1,53,1.0,1.0
7435,10873526,Charlottenburg-Wilm.,Grunewald,52.485207802694205,13.285436368723323,Entire home/apt,95,14,1,0,1.0,1.0
7436,10873999,Neukölln,Rixdorf,52.482264197919214,13.44255897070045,Private room,20,14,1,0,1.0,1.0
7437,10874951,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.506448757593965,13.46675858505675,Private room,25,1,1,0,1.0,1.0
7438,10875924,Tempelhof - Schöneberg,Schöneberg-Nord,52.499188079852,13.34715323793838,Entire home/apt,26,1,13,184,1.0,1.0
7439,10876634,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52023661528482,13.453356487404001,Private room,28,2,1,0,1.0,1.0
7440,10878873,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.516216879721135,13.467330333552955,Entire home/apt,100,2,9,56,2.0,4.0
7441,10879704,Mitte,Moabit West,52.529512789618934,13.341405593006582,Private room,30,1,1,0,1.0,1.0
7442,10882114,Neukölln,Neuköllner Mitte/Zentrum,52.48181252486381,13.428818507648213,Entire home/apt,70,3,1,0,1.0,1.0
7443,10883269,Steglitz - Zehlendorf,Zehlendorf  Nord,52.440131754626385,13.236884588703115,Entire home/apt,50,2,1,0,1.0,1.0
7444,10893006,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.520468668646565,13.449754233866436,Entire home/apt,220,2,1,6,2.0,3.0
7445,10893640,Mitte,Brunnenstr. Nord,52.54080187115824,13.367585300196529,Private room,29,4,1,49,1.0,1.0
7446,10895126,Neukölln,Rixdorf,52.482112787670545,13.443124802353632,Entire home/apt,55,1,1,0,1.0,1.0
7447,10895208,Mitte,Brunnenstr. Süd,52.52996936996813,13.39813605514417,Entire home/apt,219,1,6,165,1.0,3.0
7448,10897005,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52644683698454,13.449159064161847,Private room,50,1,1,0,1.0,1.0
7449,10897136,Mitte,Alexanderplatz,52.531323042197705,13.38027842607332,Entire home/apt,80,7,1,0,1.0,1.0
7450,10914669,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.514215141541186,13.307986152733582,Private room,35,1,1,0,1.0,1.0
7451,10915196,Steglitz - Zehlendorf,Albrechtstr.,52.451865915289886,13.345548570920315,Private room,20,1,1,0,1.0,1.0
7452,10915485,Pankow,Prenzlauer Berg Nordwest,52.552912948003,13.412940020710135,Private room,29,3,2,68,1.0,1.0
7453,10916382,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48655086191523,13.39185786116277,Private room,80,1,1,0,1.0,1.0
7454,10916811,Neukölln,Reuterstraße,52.487767665563105,13.43568407775044,Private room,40,14,1,0,1.0,1.0
7455,10917576,Neukölln,Rixdorf,52.48137069627796,13.441005372865872,Private room,30,1,1,0,1.0,1.0
7456,10924971,Treptow - Köpenick,Baumschulenweg,52.467893870158214,13.484705560718947,Entire home/apt,59,14,1,339,1.0,2.0
7457,10925286,Neukölln,Neuköllner Mitte/Zentrum,52.477226212025826,13.43886734632759,Entire home/apt,60,3,1,0,2.0,3.0
7458,10932091,Pankow,Prenzlauer Berg Nordwest,52.54880991325978,13.40277609329111,Private room,15,7,1,0,1.0,1.0
7459,10932482,Lichtenberg,Friedrichsfelde Süd,52.496331696434034,13.50926721983594,Private room,12,7,1,0,1.0,1.0
7460,10933211,Neukölln,Britz,52.45972547625943,13.427501859509892,Entire home/apt,39,1,1,0,1.0,1.0
7461,10934333,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49059463948141,13.393452695185466,Private room,30,1,1,0,1.0,1.0
7462,10940863,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4870346384433,13.385466244004686,Private room,25,1,1,0,1.0,1.0
7463,10941394,Spandau,Haselhorst,52.556406714988015,13.222584711536673,Entire home/apt,210,2,2,279,1.0,2.0
7464,10941636,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.518562658461825,13.468846844502533,Entire home/apt,40,1,1,10,1.0,2.0
7465,10942670,Neukölln,Reuterstraße,52.48256754787096,13.435561160107493,Private room,30,1,1,0,1.0,1.0
7466,10949559,Pankow,Weißensee,52.553437277271996,13.43647465510337,Private room,60,1,1,364,1.0,1.0
7467,10951474,Charlottenburg-Wilm.,Kantstraße,52.510512215643566,13.308805187318734,Private room,22,1,1,39,1.0,1.0
7468,10952865,Charlottenburg-Wilm.,Mierendorffplatz,52.523843362871524,13.3081580890464,Entire home/apt,30,3,1,0,1.0,1.0
7469,10953087,Neukölln,Rixdorf,52.482586197366416,13.444041238227149,Private room,17,4,2,0,1.0,1.0
7470,10954649,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51396363442478,13.461975561153007,Entire home/apt,22,1,1,0,1.0,1.0
7471,10956838,Pankow,Prenzlauer Berg Südwest,52.53928467320246,13.418339711438394,Private room,91,2,1,0,1.0,2.0
7472,10957555,Tempelhof - Schöneberg,Schöneberg-Süd,52.48716323259303,13.35045842424525,Entire home/apt,39,17,1,0,1.0,1.0
7473,10961123,Mitte,Brunnenstr. Nord,52.55038317822866,13.384695086029136,Private room,9,7,1,0,1.5,1.0
7474,10961841,Tempelhof - Schöneberg,Schöneberg-Süd,52.48210431521715,13.352128586106696,Private room,28,2,1,318,1.0,1.0
7475,10963359,Neukölln,Neuköllner Mitte/Zentrum,52.48119065862174,13.427297267944974,Private room,26,1,1,0,1.0,1.0
7476,10963599,Lichtenberg,Frankfurter Allee Süd,52.510245969990905,13.494343333688814,Entire home/apt,30,7,1,0,1.0,0.0
7477,10963805,Neukölln,Reuterstraße,52.488445932517,13.427183326227595,Private room,32,3,2,22,1.0,2.0
7478,10979941,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50044130558719,13.45425726665326,Private room,22,1,1,0,1.0,1.0
7479,10980361,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50496167478435,13.467945905238132,Private room,25,2,1,0,1.0,1.0
7480,10985395,Treptow - Köpenick,Adlershof,52.43890668759343,13.550173845792674,Shared room,15,1,1,0,1.0,1.0
7481,10989650,Mitte,Osloer Straße,52.559846239899684,13.381001302003027,Entire home/apt,15,2,1,0,1.0,2.0
7482,10992914,Mitte,Moabit Ost,52.53387243759589,13.352696763239546,Entire home/apt,49,2,1,0,1.0,1.0
7483,11001171,Charlottenburg-Wilm.,Neue Kantstraße,52.49982235844996,13.303020608541123,Entire home/apt,30,1,1,0,1.0,1.0
7484,11002468,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.514447115563726,13.4670807571628,Private room,25,2,9,82,1.0,1.0
7485,11002881,Neukölln,Neuköllner Mitte/Zentrum,52.469814316022976,13.431226249783368,Entire home/apt,40,21,1,0,1.0,1.0
7486,11004109,Lichtenberg,Fennpfuhl,52.52360543813725,13.481079109979337,Private room,28,2,1,0,2.5,1.0
7487,11004682,Tempelhof - Schöneberg,Schöneberg-Nord,52.496317272542115,13.340588764739199,Private room,44,2,1,102,1.5,1.0
7488,11004869,Neukölln,Reuterstraße,52.48308033116157,13.441202537975476,Private room,26,6,1,0,1.0,1.0
7489,11006340,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50758348862419,13.472239272439214,Entire home/apt,48,7,1,0,1.0,1.0
7490,11009455,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491059511652345,13.41851868747849,Entire home/apt,30,22,1,0,1.0,1.0
7491,11009480,Mitte,Brunnenstr. Nord,52.541477449480325,13.399383778494967,Entire home/apt,99,2,1,49,1.0,2.0
7492,11010163,Marzahn - Hellersdorf,Biesdorf,52.519398332443494,13.55809225587136,Entire home/apt,165,3,1,164,2.0,6.0
7493,11011645,Mitte,Moabit West,52.52646227639797,13.33267885423208,Entire home/apt,30,2,1,0,1.0,2.0
7494,11027681,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50663781342836,13.407371730412397,Private room,60,3,1,0,1.0,1.0
7495,11029458,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50421972908203,13.437772231662764,Entire home/apt,85,2,1,324,1.0,1.0
7496,11029861,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50825001970952,13.454250043271136,Entire home/apt,149,1,2,0,1.0,2.0
7497,11031031,Pankow,Helmholtzplatz,52.54035981221672,13.420724143795473,Entire home/apt,109,2,1,233,1.0,1.0
7498,11034362,Pankow,Helmholtzplatz,52.54230782679698,13.425218068400545,Private room,30,3,1,0,1.0,1.0
7499,11036569,Neukölln,Neuköllner Mitte/Zentrum,52.48385117696597,13.428967651350412,Entire home/apt,35,5,1,0,1.0,1.0
7500,11037071,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5166092081788,13.473590895692315,Entire home/apt,45,3,1,0,1.0,1.0
7501,11039917,Spandau,Wilhelmstadt,52.52266846828382,13.19434355921824,Shared room,30,1,1,0,1.0,1.0
7502,11040435,Mitte,Alexanderplatz,52.52534779332225,13.394719219472401,Entire home/apt,179,1,5,229,1.5,2.0
7503,11041632,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.505571883522904,13.462772308112793,Private room,115,1,1,0,2.0,1.0
7504,11041687,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49064375324941,13.405516811878641,Private room,55,1,1,0,1.0,1.0
7505,11042341,Neukölln,Reuterstraße,52.48465413955328,13.43541571728605,Entire home/apt,60,4,1,0,1.0,3.0
7506,11048480,Neukölln,Schillerpromenade,52.46857471926164,13.423983751609196,Private room,30,1,1,0,1.0,1.0
7507,11050268,Pankow,Prenzlauer Berg Nord,52.54356912298461,13.438806399936864,Entire home/apt,34,2,1,0,1.0,1.0
7508,11051039,Tempelhof - Schöneberg,Lichtenrade,52.4079186622722,13.413326616031885,Entire home/apt,63,61,7,128,2.0,2.0
7509,11051166,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497644687742536,13.440215255339412,Private room,36,3,1,173,1.0,1.0
7510,11053010,Mitte,Alexanderplatz,52.53183554828802,13.380854047597197,Entire home/apt,120,90,17,365,1.0,1.0
7511,11053102,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.520946336145705,13.451749644579273,Entire home/apt,69,3,1,313,1.0,2.0
7512,11053592,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.505287956956465,13.469682944899395,Entire home/apt,65,61,7,289,1.0,1.0
7513,11053726,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.497350114956426,13.381846893309977,Entire home/apt,50,2,1,0,1.0,1.0
7514,11054352,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.502843219078905,13.427001822938163,Entire home/apt,95,2,1,0,1.0,2.0
7515,11055057,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49537738518018,13.400614808841876,Private room,34,3,2,0,1.0,1.0
7516,11065435,Pankow,Prenzlauer Berg Ost,52.52880490474701,13.446972646947026,Entire home/apt,42,6,2,0,1.0,1.0
7517,11066571,Neukölln,Reuterstraße,52.48587730889893,13.445799525820492,Entire home/apt,80,7,1,105,1.0,2.0
7518,11073714,Tempelhof - Schöneberg,Schöneberg-Nord,52.49789208770679,13.348148754599707,Entire home/apt,26,1,13,181,1.0,1.0
7519,11073945,Mitte,Brunnenstr. Süd,52.529842782295674,13.385448325439818,Entire home/apt,33,2,1,0,1.0,1.0
7520,11075231,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50777464905246,13.47009880136594,Private room,35,1,1,0,1.0,1.0
7521,11076688,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49616211809234,13.44191227126756,Private room,17,10,2,0,1.0,1.0
7522,11077447,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51330702674603,13.454060396665941,Entire home/apt,80,1,1,0,1.0,1.0
7523,11078656,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49005050159458,13.38880492814142,Entire home/apt,59,3,3,319,1.0,1.0
7524,11083314,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49841605240485,13.384977899974215,Private room,17,6,1,0,1.0,1.0
7525,11088514,Mitte,Moabit Ost,52.52252195631233,13.345112925181564,Private room,12,60,1,282,1.0,1.0
7526,11092902,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.481740702767276,13.326441562961021,Private room,25,3,1,0,1.0,1.0
7527,11094902,Pankow,Prenzlauer Berg Südwest,52.53107739979395,13.41115569716974,Entire home/apt,69,5,1,0,1.0,2.0
7528,11095921,Mitte,Brunnenstr. Süd,52.534847417015726,13.401179951985073,Entire home/apt,65,14,1,0,1.0,1.0
7529,11097329,Pankow,Prenzlauer Berg Südwest,52.529850674841654,13.409032713903878,Entire home/apt,145,3,1,140,2.0,4.0
7530,11097700,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51547775008325,13.288003961194375,Private room,23,1,1,0,1.0,1.0
7531,11097987,Tempelhof - Schöneberg,Friedenau,52.46517056585113,13.343737055605366,Private room,16,1,1,0,1.0,1.0
7532,11099119,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49870338210623,13.426350745688474,Private room,25,8,1,0,1.0,1.0
7533,11099159,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5150701548156,13.467138600477307,Private room,25,1,7,260,1.0,1.0
7534,11101259,Pankow,Blankenburg/Heinersdorf/Märchenland,52.5749363769109,13.439684946356387,Entire home/apt,70,3,1,319,1.0,2.0
7535,11103200,Mitte,Alexanderplatz,52.525157519052755,13.399298181950993,Private room,76,3,1,0,1.0,1.0
7536,11103271,Mitte,Wedding Zentrum,52.543655858123714,13.361376561154248,Entire home/apt,30,1,1,0,1.0,1.0
7537,11105701,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49855467111686,13.441477433702344,Private room,40,1,1,0,1.0,1.0
7538,11110968,Pankow,Prenzlauer Berg Süd,52.52914204817022,13.421803864148258,Shared room,15,1,1,0,1.0,1.0
7539,11111321,Pankow,Prenzlauer Berg Ost,52.53010791921348,13.445877761737378,Entire home/apt,65,5,1,0,1.0,1.0
